Id,SalePrice
1461,120567.9539773321
1462,149443.19356645423
1463,170844.51130892767
1464,199329.9060153392
1465,195120.0218550301
1466,181967.15211492998
1467,198886.91735700925
1468,170994.98354891
1469,206042.50379168743
1470,115085.29737527354
1471,202128.73562678217
1472,108476.09141002793
1473,85677.77789928508
1474,151044.28719003394
1475,113822.24559655518
1476,314222.40022212116
1477,249688.36813240557
1478,288575.4676441479
1479,269756.70641301025
1480,391418.191318771
1481,293184.6219859434
1482,212680.1221037308
1483,175394.09020650492
1484,172364.99615143717
1485,198557.09045028815
1486,207574.74326004565
1487,288413.3344441819
1488,261125.45998431474
1489,184461.19714505516
1490,228433.0963894605
1491,208892.10597268806
1492,89090.94813102996
1493,213764.9290511367
1494,287346.87276870233
1495,278145.0662436049
1496,217374.70987479587
1497,165635.68878745136
1498,151934.27973897022
1499,159916.33203748718
1500,148758.8509696062
1501,184426.72509383888
1502,144455.2526760773
1503,279060.95490886003
1504,246374.25954350724
1505,224510.84367188194
1506,203145.17723456712
1507,246825.1196131165
1508,202467.4021531142
1509,153822.04768385517
1510,142801.07374493673
1511,145971.86905312783
1512,187725.81067561533
1513,166068.51083200483
1514,161004.68839979765
1515,211591.01792826748
1516,169433.01408441423
1517,167949.5189096114
1518,122278.32737459021
1519,237921.28280859266
1520,122462.77926964208
1521,116324.39847537212
1522,199018.5597588796
1523,79123.8415699274
1524,104760.5909253544
1525,99748.1811258631
1526,86512.91677683394
1527,88146.95671130437
1528,151892.58363150724
1529,128822.12167189003
1530,237488.4453726412
1531,138428.7591145906
1532,120810.75536324538
1533,147905.25873245334
1534,125135.66712361726
1535,147959.9231397292
1536,97465.58064517006
1537,36436.02346113848
1538,180691.1317578213
1539,220607.3331512279
1540,116183.29416966683
1541,153144.43086301384
1542,133284.99487502396
1543,190202.96138237778
1544,73488.3025270655
1545,129416.7709172034
1546,135836.20212462393
1547,137558.07289266062
1548,135416.7281752868
1549,124435.93149503355
1550,127512.77562785463
1551,129021.42421324563
1552,133728.6509233798
1553,169324.81142360682
1554,118897.64464970923
1555,162956.10278891877
1556,74374.99237936118
1557,96350.57166768878
1558,90794.17953353468
1559,75600.49923118891
1560,126831.02654484741
1561,130778.82966736343
1562,115647.02525494935
1563,113112.54858614306
1564,152720.00695507939
1565,138284.95777676196
1566,245661.76555509365
1567,64370.55030486197
1568,221121.23040251702
1569,92519.53926030896
1570,141037.99949296948
1571,108958.66407612234
1572,136979.7830834851
1573,244342.47267088818
1574,119221.5049734941
1575,238867.0438083579
1576,255241.10216735734
1577,197004.06121546507
1578,146207.7950016089
1579,134628.02662064356
1580,208436.2137818396
1581,137094.39595204347
1582,124393.74299923552
1583,305798.65863101755
1584,230516.72341074457
1585,152779.52237570693
1586,45125.21906690847
1587,94612.21648377238
1588,142243.61266334692
1589,104002.22590653447
1590,132596.94934499788
1591,80308.00403369206
1592,122009.80798144743
1593,142781.35627317184
1594,133281.17775417364
1595,124469.57964140375
1596,212841.29588281654
1597,166236.73313075665
1598,203356.67669115786
1599,198438.79889662762
1600,186033.1845262671
1601,21038.8194375023
1602,121861.31697148632
1603,57820.11328768241
1604,249195.87332704745
1605,266582.95466431824
1606,175603.9089887509
1607,172741.37588951655
1608,227798.31512684945
1609,194706.3133849603
1610,151721.16657039977
1611,161303.1246527246
1612,166153.6821364992
1613,174841.79759878933
1614,121979.37782391126
1615,77344.29842548748
1616,57427.61661330983
1617,59382.01953722653
1618,106519.47787031799
1619,152440.47817566048
1620,174185.7246492355
1621,132951.2459207169
1622,126394.53512222588
1623,257079.55869637884
1624,208949.6360385042
1625,119336.09245525824
1626,193057.73499227373
1627,194094.66433566727
1628,279641.261644513
1629,192372.6038094057
1630,313073.0323571252
1631,215308.00031993457
1632,232407.43185873132
1633,187956.2390759323
1634,194508.51104436128
1635,186944.38379885617
1636,165140.15692693775
1637,198147.44620950904
1638,218266.50468212238
1639,203909.8688131777
1640,262684.2373314359
1641,197625.6261418282
1642,226663.65678451577
1643,227914.55012577487
1644,234620.45793450868
1645,236830.08405559917
1646,178823.71414375433
1647,176504.97931731085
1648,133954.06027191028
1649,130049.22785833373
1650,114407.9139899105
1651,110789.86755893927
1652,113703.00905541528
1653,115111.819042327
1654,153507.41831889527
1655,148372.99411316437
1656,141934.7461142618
1657,153502.1992337798
1658,145708.70507544524
1659,128705.28405333299
1660,141490.6066873126
1661,371666.046151484
1662,328644.6160079638
1663,323929.9747872959
1664,414415.4407564803
1665,290162.8742174915
1666,295584.60811848205
1667,305827.57412129955
1668,310082.9055013213
1669,291669.1981475303
1670,309868.420758895
1671,259970.43125580845
1672,376754.321283508
1673,289879.863986303
1674,258507.11567778082
1675,187136.04891752207
1676,195706.0269646038
1677,215794.50442580518
1678,390043.5342177254
1679,320591.1176283419
1680,280584.7318222673
1681,244140.7102551557
1682,290523.323257757
1683,195837.31726760545
1684,201450.0321792512
1685,177480.71400242054
1686,177075.14022402966
1687,179960.888053547
1688,207510.13303026708
1689,207494.1482328613
1690,213266.9663336476
1691,202043.43967889796
1692,262622.8134203573
1693,179334.55797437846
1694,190025.59272777115
1695,181669.50063716772
1696,274956.6438068658
1697,186573.63021685847
1698,326903.4107967451
1699,299578.17652074446
1700,249846.67075392103
1701,275329.3752082059
1702,260762.16532902664
1703,260944.1936850889
1704,280251.7450118653
1705,238615.2078938157
1706,368279.2752392831
1707,196379.81990219548
1708,206273.27094117005
1709,274221.6851692033
1710,232350.10590365867
1711,272434.34443041345
1712,254792.40442882583
1713,265135.0002196677
1714,221791.01103103498
1715,204412.87669749174
1716,183258.14075237175
1717,189854.88073248288
1718,146027.74373521341
1719,212678.06583818689
1720,247956.72577985225
1721,181188.1911249304
1722,134134.43144026154
1723,161853.9336195573
1724,225155.66099417128
1725,233639.64562445262
1726,187187.36030599463
1727,152348.34484808345
1728,195349.068484926
1729,168456.37518254493
1730,167275.17431345803
1731,117353.25509469549
1732,120538.67918459384
1733,107254.64180231921
1734,108687.27113722602
1735,127078.8884928088
1736,98466.2316442699
1737,329484.3144676952
1738,239773.254989087
1739,271297.3502059445
1740,191154.2066471813
1741,184379.45327027317
1742,168033.76970069914
1743,179693.4591087642
1744,294954.8235419508
1745,220616.26740998833
1746,218228.98244403687
1747,230822.33074384427
1748,226216.13464054663
1749,158329.61279253184
1750,146056.77902196522
1751,253308.91698455613
1752,105612.18419382896
1753,153195.61461586447
1754,226832.65578461287
1755,163934.05421242246
1756,132468.6162960584
1757,96992.8634939699
1758,151918.4714694625
1759,180064.59202330897
1760,171646.34854848345
1761,165844.5751844513
1762,170144.3799836958
1763,172158.48165577638
1764,106824.44434434024
1765,194167.73483009485
1766,208505.13352882874
1767,249153.97844969842
1768,138851.9393951589
1769,182093.95441591193
1770,157204.2968880859
1771,109251.16161493107
1772,122551.73267051799
1773,108504.24928565731
1774,143294.89439807867
1775,139081.44293203915
1776,136307.11023628816
1777,96928.46072498639
1778,135493.4665779575
1779,119915.4577041947
1780,193491.8382876095
1781,114105.07861868397
1782,47719.59422357078
1783,137577.81958855933
1784,85508.14793471457
1785,103689.22708707594
1786,145448.8336322849
1787,165178.21828972583
1788,30016.065920220804
1789,97410.15188027138
1790,34872.539406076656
1791,209921.11836445506
1792,167092.519993774
1793,155496.36688302935
1794,177320.52967837278
1795,125364.23831767391
1796,128013.03868767933
1797,144262.38292375242
1798,102160.79470798967
1799,100838.32526462362
1800,103386.98340388283
1801,98886.6564205949
1802,155239.2130208813
1803,165784.941660141
1804,135054.9095892309
1805,143413.2362740353
1806,134969.87899140746
1807,169261.40906382108
1808,119455.95149380795
1809,129733.18270114867
1810,145981.26766061166
1811,69498.68140515452
1812,107424.01580231858
1813,111925.74674017855
1814,81038.90908624313
1815,12467.393902249518
1816,87587.69971798547
1817,98260.4668568112
1818,151039.7637893603
1819,123560.6388748748
